original_file_name,id_A,id_B,sentence_count_A,sentence_count_B,level_A,level_B,collab_score_avg_A,collab_score_avg_B,fragment_count_A,fragment_count_B,fragment_count_all,fragments_A,fragments_B,fragments_all
,,,,,,,,,,,,,,Thank you very much
14432&14568_S.txt,A568,B432,10,10,2,2,4,4,1,1,2,,,
,,,,,,,,,,,, Uh… stand opin-uh,,
,,,,,,,,,,,,, Uh listen classical music enhance students' vocabulary listening profenci-uh listening efficiency,
,,,,,,,,,,,,,, Uh listen classical music enhance students' vocabulary listening profenci-uh listening efficiency
,,,,,,,,,,,,,,Uh… stand opin-uh
14469&14427_S.txt,A427,B469,14,18,2,2,4,4,4,7,10,,,
,,,,,,,,,,,, Oh yeah,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,Yeah and uh,,
,,,,,,,,,,,,Yeah okay,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Ah in China,
,,,,,,,,,,,,,You're nineteen!,
,,,,,,,,,,,,,How about you?,
,,,,,,,,,,,,,Me too,
,,,,,,,,,,,,,how about you your participants?,
,,,,,,,,,,,,,I I uh You your participants,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,Ah in China
,,,,,,,,,,,,,,Yeah and uh
,,,,,,,,,,,,,,You're nineteen!
,,,,,,,,,,,,,,How about you?
,,,,,,,,,,,,,,Oh yeah
,,,,,,,,,,,,,,Me too
,,,,,,,,,,,,,,Yeah okay
,,,,,,,,,,,,,,how about you your participants?
,,,,,,,,,,,,,,I I uh You your participants
14484&14494_S.txt,A484,B494,17,12,2,2,4,4,4,2,6,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,So hi B,,
,,,,,,,,,,,,Ok, thank you,,
,,,,,,,,,,,,Ok,,
,,,,,,,,,,,,, Uh huh,
,,,,,,,,,,,,,Hi A,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,Hi A
,,,,,,,,,,,,,,Uh huh
,,,,,,,,,,,,,,So hi B
,,,,,,,,,,,,,,Ok
,,,,,,,,,,,,,,Ok, thank you
14509&14534_S.txt,A534,B509,12,10,2,2,4,4,1,0,1,,,
,,,,,,,,,,,, Hello,,
,,,,,,,,,,,,,, Hello
14513&14467_S.txt,A467,B513,14,15,2,2,4,4,2,3,5,,,
,,,,,,,,,,,, And I,,
,,,,,,,,,,,,Uh what about you?,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,And,
,,,,,,,,,,,,,Ok,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,And
,,,,,,,,,,,,,,Uh what about you?
,,,,,,,,,,,,,,Ok
,,,,,,,,,,,,,,And I
14526&14367_S.txt,A367,B526,8,9,2,2,4,4,3,1,4,,,
,,,,,,,,,,,, Yeah and also uh the,,
,,,,,,,,,,,,What about you?,,
,,,,,,,,,,,,What uh what about your research?,,
,,,,,,,,,,,,, Uh there is two group,
,,,,,,,,,,,,,, Uh there is two group
,,,,,,,,,,,,,,Yeah and also uh the
,,,,,,,,,,,,,,What about you?
,,,,,,,,,,,,,,What uh what about your research?
14533&14383_S.txt,A533,B383,17,20,2,2,3,3,6,3,9,,,
,,,,,,,,,,,, Thank you,,
,,,,,,,,,,,,Yes,,
,,,,,,,,,,,,Uh-huh,,
,,,,,,,,,,,,Okay,,
,,,,,,,,,,,,Ok,,
,,,,,,,,,,,,That's it,,
,,,,,,,,,,,,, Thank you,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Uh,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,Uh-huh
,,,,,,,,,,,,,,Uh
,,,,,,,,,,,,,,That's it
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,Ok
,,,,,,,,,,,,,,Yes
14561&14405_S.txt,A405,B561,17,14,2,2,4,4,6,4,9,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,No change,,
,,,,,,,,,,,,And what what your prediction regarding the results of the study?,,
,,,,,,,,,,,,Hi, B,,
,,,,,,,,,,,,And uh do our experiments in the special group,,
,,,,,,,,,,,,Uh let talk about uh uh experiment in our phi–philosophy class uh,,
,,,,,,,,,,,,, Uh maybe uh uh the the time long as 3 or 4 months,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Uh,
,,,,,,,,,,,,,So how about you? You NTA,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,Uh maybe uh uh the the time long as 3 or 4 months
,,,,,,,,,,,,,,No change
,,,,,,,,,,,,,,Uh
,,,,,,,,,,,,,,And what what your prediction regarding the results of the study?
,,,,,,,,,,,,,,Hi, B
,,,,,,,,,,,,,,And uh do our experiments in the special group
,,,,,,,,,,,,,,So how about you? You NTA
,,,,,,,,,,,,,,Uh let talk about uh uh experiment in our phi–philosophy class uh
14568&14545_S.txt,A568,B545,13,9,2,2,4,4,2,1,3,,,
,,,,,,,,,,,, Ok,,
,,,,,,,,,,,,Thank you,,
,,,,,,,,,,,,, Yah,
,,,,,,,,,,,,,, Yah
,,,,,,,,,,,,,,Ok
,,,,,,,,,,,,,,Thank you
15038&15270_S.txt,A270,B038,36,31,2,2,4,4,7,11,17,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,Also that,,
,,,,,,,,,,,,Yeah okay, okay,,
,,,,,,,,,,,,Thank you, bye bye,,
,,,,,,,,,,,,Uh hi B,,
,,,,,,,,,,,,Yeah yeah,,
,,,,,,,,,,,,Down, yeah,,
,,,,,,,,,,,,, Okay thank you, A,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Ohh my god,
,,,,,,,,,,,,,Uh-huh,
,,,,,,,,,,,,,Yeah a lot of drunk people,
,,,,,,,,,,,,,Okay,
,,,,,,,,,,,,,Don't don't-uh tell him don't do that,
,,,,,,,,,,,,,Ohh,
,,,,,,,,,,,,,Thumbs down,
,,,,,,,,,,,,,Oh that's,
,,,,,,,,,,,,,That's dissapointing,
,,,,,,,,,,,,,, Okay thank you, A
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Also that
,,,,,,,,,,,,,,Yeah okay, okay
,,,,,,,,,,,,,,Ohh my god
,,,,,,,,,,,,,,Thank you, bye bye
,,,,,,,,,,,,,,Uh-huh
,,,,,,,,,,,,,,Yeah a lot of drunk people
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,Oh that's
,,,,,,,,,,,,,,Don't don't-uh tell him don't do that
,,,,,,,,,,,,,,Uh hi B
,,,,,,,,,,,,,,Ohh
,,,,,,,,,,,,,,Thumbs down
,,,,,,,,,,,,,,Yeah yeah
,,,,,,,,,,,,,,Down, yeah
,,,,,,,,,,,,,,That's dissapointing
15117&15369_S.txt,A369,B117,17,18,2,2,3,3,2,2,3,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,But just move the hand in stomach,,
,,,,,,,,,,,,, Uh-huh,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,, Uh-huh
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,But just move the hand in stomach
15159&15189_S.txt,A189,B159,16,11,2,2,4,4,4,2,5,,,
,,,,,,,,,,,, Uh so thumbs down,,
,,,,,,,,,,,,Okay, thank you B,,
,,,,,,,,,,,,Uh pretty good,,
,,,,,,,,,,,,See ya,,
,,,,,,,,,,,,, See ya,
,,,,,,,,,,,,,Good,
,,,,,,,,,,,,,, Okay, thank you B
,,,,,,,,,,,,,,Uh so thumbs down
,,,,,,,,,,,,,,Uh pretty good
,,,,,,,,,,,,,,See ya
,,,,,,,,,,,,,,Good
15305&15245_S.txt,A305,B245,22,19,2,2,4,4,4,7,10,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,His shoes uh at the desk,,
,,,,,,,,,,,,Okay see you,,
,,,,,,,,,,,,Just si-uh sit in car,,
,,,,,,,,,,,,, His feet his feet,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Uh so uh,
,,,,,,,,,,,,,Uh,
,,,,,,,,,,,,,Shoes,
,,,,,,,,,,,,,See you there,
,,,,,,,,,,,,,A lot Yeah,
,,,,,,,,,,,,,, His feet his feet
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Uh so uh
,,,,,,,,,,,,,,Uh
,,,,,,,,,,,,,,Just si-uh sit in car
,,,,,,,,,,,,,,Shoes
,,,,,,,,,,,,,,Okay see you
,,,,,,,,,,,,,,See you there
,,,,,,,,,,,,,,His shoes uh at the desk
,,,,,,,,,,,,,,A lot Yeah
15349&15322_S.txt,A322,B349,15,14,2,2,3,3,4,5,9,,,
,,,,,,,,,,,, Oh really?,,
,,,,,,,,,,,,Hi B,,
,,,,,,,,,,,,Thank you very much,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,, Hi A,
,,,,,,,,,,,,,Nice,
,,,,,,,,,,,,,Good, how about you?,
,,,,,,,,,,,,,You're welcome,
,,,,,,,,,,,,,Sure,
,,,,,,,,,,,,,, Oh really?
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Hi A
,,,,,,,,,,,,,,Nice
,,,,,,,,,,,,,,Good, how about you?
,,,,,,,,,,,,,,Hi B
,,,,,,,,,,,,,,You're welcome
,,,,,,,,,,,,,,Thank you very much
,,,,,,,,,,,,,,Sure
15358&15447_S.txt,A447,B358,7,7,2,2,3,3,2,1,3,,,
,,,,,,,,,,,, Thank you,,
,,,,,,,,,,,,Okay,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Okay
15425&15366_S.txt,A425,B366,23,28,2,2,3,3,11,13,22,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,Yeah so,,
,,,,,,,,,,,,Uh yes hmm uh in my country,,
,,,,,,,,,,,,Yeah yeah yes,,
,,,,,,,,,,,,Direct to the eyes, yeah yeah yes,,
,,,,,,,,,,,,Oh okay,,
,,,,,,,,,,,,Uh hello B, nice to meet you,,
,,,,,,,,,,,,Yes unlike America,,
,,,,,,,,,,,,Uh uh uh uh,,
,,,,,,,,,,,,Yes,,
,,,,,,,,,,,,Yeah yes,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Uh hi uh nice to meet you too,
,,,,,,,,,,,,,NTA,
,,,,,,,,,,,,,Uh-huh,
,,,,,,,,,,,,,Oh okay,
,,,,,,,,,,,,,To talk about it,
,,,,,,,,,,,,,Okay,
,,,,,,,,,,,,,The the the left hand and the the right hand?,
,,,,,,,,,,,,,Make excuse from them, I can't handshake them,
,,,,,,,,,,,,,So that's,
,,,,,,,,,,,,,good,
,,,,,,,,,,,,,Impolite also in my co-in my country,
,,,,,,,,,,,,,Oh,
,,,,,,,,,,,,,, Direct to the eyes, yeah yeah yes
,,,,,,,,,,,,,,NTA
,,,,,,,,,,,,,,Uh-huh
,,,,,,,,,,,,,,To talk about it
,,,,,,,,,,,,,,good
,,,,,,,,,,,,,,Yeah yes
,,,,,,,,,,,,,,Yeah yeah yes
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,Make excuse from them, I can't handshake them
,,,,,,,,,,,,,,Impolite also in my co-in my country
,,,,,,,,,,,,,,Oh
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Yeah so
,,,,,,,,,,,,,,Uh hi uh nice to meet you too
,,,,,,,,,,,,,,Uh yes hmm uh in my country
,,,,,,,,,,,,,,The the the left hand and the the right hand?
,,,,,,,,,,,,,,Uh hello B, nice to meet you
,,,,,,,,,,,,,,Yes unlike America
,,,,,,,,,,,,,,Uh uh uh uh
,,,,,,,,,,,,,,Yes
,,,,,,,,,,,,,,Oh okay
,,,,,,,,,,,,,,So that's
15448&15034_S.txt,A448,B034,16,15,2,2,4,4,3,3,6,,,
,,,,,,,,,,,, Thank you very much,,
,,,,,,,,,,,,That's right,,
,,,,,,,,,,,,Yes,,
,,,,,,,,,,,,, Thank you,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Oh okay, uh yeah,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Thank you very much
,,,,,,,,,,,,,,That's right
,,,,,,,,,,,,,,Oh okay, uh yeah
,,,,,,,,,,,,,,Yes
15454&15514_S.txt,A514,B454,17,14,2,2,4,4,6,4,10,,,
,,,,,,,,,,,, Oh really?,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,Ahh,,
,,,,,,,,,,,,Ah yeah,,
,,,,,,,,,,,,You too,,
,,,,,,,,,,,,Okay,,
,,,,,,,,,,,,, Perhaps informal and just for uh good friends,
,,,,,,,,,,,,,Yeah uh perhaps formal,
,,,,,,,,,,,,,So yeah, uh NTA,
,,,,,,,,,,,,,Yes,
,,,,,,,,,,,,,, Oh really?
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Ahh
,,,,,,,,,,,,,,Ah yeah
,,,,,,,,,,,,,,Perhaps informal and just for uh good friends
,,,,,,,,,,,,,,Yeah uh perhaps formal
,,,,,,,,,,,,,,So yeah, uh NTA
,,,,,,,,,,,,,,You too
,,,,,,,,,,,,,,Yes
,,,,,,,,,,,,,,Okay
15487&15219_S.txt,A487,B219,14,12,2,2,3,3,3,2,5,,,
,,,,,,,,,,,, Like uh pointing to people and like also staring,,
,,,,,,,,,,,,Ah uh uh and then bump their fists together,,
,,,,,,,,,,,,Okay,,
,,,,,,,,,,,,, Yeah yeah yeah,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,Like uh pointing to people and like also staring
,,,,,,,,,,,,,,Ah uh uh and then bump their fists together
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,Yeah yeah yeah
15504&15597_S.txt,A504,B597,24,20,2,2,4,4,7,5,12,,,
,,,,,,,,,,,, Thank you,,
,,,,,,,,,,,,Wow,,
,,,,,,,,,,,,Anything else to say?,,
,,,,,,,,,,,,Ah, terrible,,
,,,,,,,,,,,,Yeah, yes,,
,,,,,,,,,,,,Okay yes similar to ours NTA,,
,,,,,,,,,,,,That's fine,,
,,,,,,,,,,,,, Ah, okay,
,,,,,,,,,,,,,Uh-huh,
,,,,,,,,,,,,,Uh yes circle,
,,,,,,,,,,,,,So y…,
,,,,,,,,,,,,,Yeah next to uh uh yeah head,
,,,,,,,,,,,,,, Ah, okay
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,Uh-huh
,,,,,,,,,,,,,,Uh yes circle
,,,,,,,,,,,,,,So y…
,,,,,,,,,,,,,,Wow
,,,,,,,,,,,,,,Anything else to say?
,,,,,,,,,,,,,,Yeah next to uh uh yeah head
,,,,,,,,,,,,,,Ah, terrible
,,,,,,,,,,,,,,Yeah, yes
,,,,,,,,,,,,,,Okay yes similar to ours NTA
,,,,,,,,,,,,,,That's fine
15508&15153_S.txt,A508,B153,32,25,2,2,4,4,16,8,24,,,
,,,,,,,,,,,, Uh-huh uh okay,,
,,,,,,,,,,,,And uh doctor to respect,,
,,,,,,,,,,,,Okay uh B actually uh I just uh bring admission uh from Nancy in the international office uh for my cousin in Saudi Arabia,,
,,,,,,,,,,,,NTA,,
,,,,,,,,,,,,Alright, the second thing uh not coming late in the class,,
,,,,,,,,,,,,Uh-huh,,
,,,,,,,,,,,,Okay, thank you so much,,
,,,,,,,,,,,,Yeah unrespectful,,
,,,,,,,,,,,,Oh wow,,
,,,,,,,,,,,,Not,,
,,,,,,,,,,,,Say but but yeah, teacher,,
,,,,,,,,,,,,Uh-huh so,,
,,,,,,,,,,,,Yeah, to respect to the teacher,,
,,,,,,,,,,,,Thank you, bye,,
,,,,,,,,,,,,Oh wow!,,
,,,,,,,,,,,,Here no, by his name,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Of course,
,,,,,,,,,,,,,Okay,
,,,,,,,,,,,,,Bye,
,,,,,,,,,,,,,Yeah of course,
,,,,,,,,,,,,,Yeah yeah,
,,,,,,,,,,,,,So,
,,,,,,,,,,,,,Oh,
,,,,,,,,,,,,,, And uh doctor to respect
,,,,,,,,,,,,,,NTA
,,,,,,,,,,,,,,Uh-huh
,,,,,,,,,,,,,,Yeah unrespectful
,,,,,,,,,,,,,,Not
,,,,,,,,,,,,,,Uh-huh so
,,,,,,,,,,,,,,Thank you, bye
,,,,,,,,,,,,,,Bye
,,,,,,,,,,,,,,Yeah of course
,,,,,,,,,,,,,,So
,,,,,,,,,,,,,,Uh-huh uh okay
,,,,,,,,,,,,,,Okay uh B actually uh I just uh bring admission uh from Nancy in the international office uh for my cousin in Saudi Arabia
,,,,,,,,,,,,,,Alright, the second thing uh not coming late in the class
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,Yeah, to respect to the teacher
,,,,,,,,,,,,,,Oh
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Oh wow!
,,,,,,,,,,,,,,Here no, by his name
,,,,,,,,,,,,,,Okay, thank you so much
,,,,,,,,,,,,,,Of course
,,,,,,,,,,,,,,Oh wow
,,,,,,,,,,,,,,Say but but yeah, teacher
,,,,,,,,,,,,,,Yeah yeah
15550&15558_S.txt,A558,B550,11,9,2,2,3,3,2,2,4,,,
,,,,,,,,,,,, Right?,,
,,,,,,,,,,,,Thank you B,,
,,,,,,,,,,,,, Welcome,
,,,,,,,,,,,,,Yes,
,,,,,,,,,,,,,, Welcome
,,,,,,,,,,,,,,Right?
,,,,,,,,,,,,,,Yes
,,,,,,,,,,,,,,Thank you B
15556&15394_S.txt,A394,B556,15,13,2,2,4,4,6,3,9,,,
,,,,,,,,,,,, Uh yeah the f,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,Uh hi,,
,,,,,,,,,,,,Uh-huh,,
,,,,,,,,,,,,Uh,,
,,,,,,,,,,,,But in,,
,,,,,,,,,,,,, Oh really?,
,,,,,,,,,,,,,Oh,
,,,,,,,,,,,,,Spinning finger,
,,,,,,,,,,,,,, Oh really?
,,,,,,,,,,,,,,Uh yeah the f
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Uh hi
,,,,,,,,,,,,,,Uh-huh
,,,,,,,,,,,,,,Uh
,,,,,,,,,,,,,,Spinning finger
,,,,,,,,,,,,,,Oh
,,,,,,,,,,,,,,But in
15578&15579_S.txt,A579,B578,15,13,2,2,3,3,4,0,4,,,
,,,,,,,,,,,, Yeah he'll send email to me as well so give some uh uh suggestions,,
,,,,,,,,,,,,Thank you,,
,,,,,,,,,,,,I'm good,,
,,,,,,,,,,,,Uh uh…,,
,,,,,,,,,,,,,, Yeah he'll send email to me as well so give some uh uh suggestions
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,I'm good
,,,,,,,,,,,,,,Uh uh…
15583&15548_S.txt,A548,B583,21,19,2,2,4,4,6,6,11,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,other foreigners,,
,,,,,,,,,,,,Hello,,
,,,,,,,,,,,,Yeah yeah,,
,,,,,,,,,,,,So see you,,
,,,,,,,,,,,,In America,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Mm-hmm,
,,,,,,,,,,,,,See you,
,,,,,,,,,,,,,So,
,,,,,,,,,,,,,Oh great,
,,,,,,,,,,,,,Yes,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,Yes
,,,,,,,,,,,,,,See you
,,,,,,,,,,,,,,other foreigners
,,,,,,,,,,,,,,Hello
,,,,,,,,,,,,,,So
,,,,,,,,,,,,,,Yeah yeah
,,,,,,,,,,,,,,In America
,,,,,,,,,,,,,,So see you
,,,,,,,,,,,,,,Oh great
,,,,,,,,,,,,,,Mm-hmm
15588&15589_S.txt,A589,B588,11,8,2,2,2,2,1,0,1,,,
,,,,,,,,,,,, But uh thank you for uh teach me,,
,,,,,,,,,,,,,, But uh thank you for uh teach me
15598&15599_S.txt,A599,B598,17,15,2,2,4,4,5,2,7,,,
,,,,,,,,,,,, Oh really?,,
,,,,,,,,,,,,Oh my god,,
,,,,,,,,,,,,Okay,,
,,,,,,,,,,,,And… di,,
,,,,,,,,,,,,Really?,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Oh my god, no way,
,,,,,,,,,,,,,, Oh really?
,,,,,,,,,,,,,,Oh my god
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Oh my god, no way
,,,,,,,,,,,,,,And… di
,,,,,,,,,,,,,,Really?
16040&16352_S.txt,A040,B352,37,31,2,2,4,4,8,6,13,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,Thank you,,
,,,,,,,,,,,,Thank you B,,
,,,,,,,,,,,,I'm fine,,
,,,,,,,,,,,,Hi B,,
,,,,,,,,,,,,Yeah ok, let me give you the third benefit of the apple,,
,,,,,,,,,,,,Um hm,,
,,,,,,,,,,,,Yeah ok,,
,,,,,,,,,,,,, Uh ha,
,,,,,,,,,,,,,Uh from section 4B,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Hi A,
,,,,,,,,,,,,,Thank you A,
,,,,,,,,,,,,,You're right,
,,,,,,,,,,,,,, Uh ha
,,,,,,,,,,,,,,Uh from section 4B
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,Hi A
,,,,,,,,,,,,,,Thank you B
,,,,,,,,,,,,,,Thank you A
,,,,,,,,,,,,,,I'm fine
,,,,,,,,,,,,,,Hi B
,,,,,,,,,,,,,,Yeah ok, let me give you the third benefit of the apple
,,,,,,,,,,,,,,Um hm
,,,,,,,,,,,,,,Yeah ok
,,,,,,,,,,,,,,You're right
16064&16113_S.txt,A113,B064,11,10,2,2,4,4,5,2,7,,,
,,,,,,,,,,,, Salad with chicken,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,Why?,,
,,,,,,,,,,,,Thank you B,,
,,,,,,,,,,,,How about you B?,,
,,,,,,,,,,,,, Thanks,
,,,,,,,,,,,,,Uh my favourite healthy food turkey sandwich uh in Subway,
,,,,,,,,,,,,,, Salad with chicken
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Why?
,,,,,,,,,,,,,,Thank you B
,,,,,,,,,,,,,,Thanks
,,,,,,,,,,,,,,Uh my favourite healthy food turkey sandwich uh in Subway
,,,,,,,,,,,,,,How about you B?
16068&16171_S.txt,A171,B068,34,25,2,2,4,4,8,7,14,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,Thank you Mr,,
,,,,,,,,,,,,Like berry have vitamin A and B,,
,,,,,,,,,,,,Uh huh,,
,,,,,,,,,,,,Hello, Mr,,
,,,,,,,,,,,,Ok,,
,,,,,,,,,,,,A,,
,,,,,,,,,,,,B,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,This very good idea,
,,,,,,,,,,,,,I,
,,,,,,,,,,,,,Hi,
,,,,,,,,,,,,,You're welcome,
,,,,,,,,,,,,,Hello,
,,,,,,,,,,,,,Ok,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,Thank you Mr
,,,,,,,,,,,,,,This very good idea
,,,,,,,,,,,,,,Like berry have vitamin A and B
,,,,,,,,,,,,,,Uh huh
,,,,,,,,,,,,,,Hi
,,,,,,,,,,,,,,I
,,,,,,,,,,,,,,Hello, Mr
,,,,,,,,,,,,,,Hello
,,,,,,,,,,,,,,Ok
,,,,,,,,,,,,,,You're welcome
,,,,,,,,,,,,,,Ok
,,,,,,,,,,,,,,A
,,,,,,,,,,,,,,B
16068&16389_S.txt,A389,B068,5,6,2,2,4,4,2,2,4,,,
,,,,,,,,,,,, Oh ok and then let's go to the library to to do the presentation,,
,,,,,,,,,,,,Hi A,,
,,,,,,,,,,,,, Ok let's go,
,,,,,,,,,,,,,Ok? But uh what about your uh healthy food?,
,,,,,,,,,,,,,, Oh ok and then let's go to the library to to do the presentation
,,,,,,,,,,,,,,Hi A
,,,,,,,,,,,,,,Ok? But uh what about your uh healthy food?
,,,,,,,,,,,,,,Ok let's go
16071&16018_S.txt,A071,B018,5,6,2,2,4,4,2,1,3,,,
,,,,,,,,,,,, No cook in house,,
,,,,,,,,,,,,So let's go B,,
,,,,,,,,,,,,, What about you A? What you what your favourite food?,
,,,,,,,,,,,,,, No cook in house
,,,,,,,,,,,,,,So let's go B
,,,,,,,,,,,,,,What about you A? What you what your favourite food?
16084&16035_S.txt,A035,B084,34,22,2,2,4,4,5,4,9,,,
,,,,,,,,,,,, Great,,
,,,,,,,,,,,,Ok,,
,,,,,,,,,,,,Ok,,
,,,,,,,,,,,,Task three,,
,,,,,,,,,,,,Great,,
,,,,,,,,,,,,, Listening - speaking 4A,
,,,,,,,,,,,,,Has uh the same,
,,,,,,,,,,,,,Thank you so much,
,,,,,,,,,,,,,Uh, because uh … me too,
,,,,,,,,,,,,,, Listening - speaking 4A
,,,,,,,,,,,,,,Great
,,,,,,,,,,,,,,Thank you so much
,,,,,,,,,,,,,,Uh, because uh … me too
,,,,,,,,,,,,,,Ok
,,,,,,,,,,,,,,Has uh the same
,,,,,,,,,,,,,,Ok
,,,,,,,,,,,,,,Task three
,,,,,,,,,,,,,,Great
16095&16087_S.txt,A087,B095,12,11,2,2,4,4,7,6,12,,,
,,,,,,,,,,,, Thank you,,
,,,,,,,,,,,,Why?,,
,,,,,,,,,,,,What your favourite healthy food?,,
,,,,,,,,,,,,Like NTA like,,
,,,,,,,,,,,,Has a lot of protein yeah?,,
,,,,,,,,,,,,Because the healthy for our body uh and make my uh our body good,,
,,,,,,,,,,,,Like you,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Why?,
,,,,,,,,,,,,,Ok thanks,
,,,,,,,,,,,,,B,
,,,,,,,,,,,,,So,
,,,,,,,,,,,,,Uh my favourite healthy food uh chicken,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Why?
,,,,,,,,,,,,,,What your favourite healthy food?
,,,,,,,,,,,,,,Like NTA like
,,,,,,,,,,,,,,Has a lot of protein yeah?
,,,,,,,,,,,,,,Ok thanks
,,,,,,,,,,,,,,Because the healthy for our body uh and make my uh our body good
,,,,,,,,,,,,,,B
,,,,,,,,,,,,,,So
,,,,,,,,,,,,,,Uh my favourite healthy food uh chicken
,,,,,,,,,,,,,,Like you
16103&16137_S.txt,A137,B103,19,18,2,2,3,3,7,4,11,,,
,,,,,,,,,,,, Of course,,
,,,,,,,,,,,,It's good,,
,,,,,,,,,,,,Hi,,
,,,,,,,,,,,,I'm fine,,
,,,,,,,,,,,,And uh and the fruits,,
,,,,,,,,,,,,There is good for the body and for the neck,,
,,,,,,,,,,,,Ok,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,What about uh this group?,
,,,,,,,,,,,,,Uh, hi,
,,,,,,,,,,,,,Oh my god,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,What about uh this group?
,,,,,,,,,,,,,,Of course
,,,,,,,,,,,,,,Oh my god
,,,,,,,,,,,,,,Uh, hi
,,,,,,,,,,,,,,It's good
,,,,,,,,,,,,,,Hi
,,,,,,,,,,,,,,I'm fine
,,,,,,,,,,,,,,And uh and the fruits
,,,,,,,,,,,,,,There is good for the body and for the neck
,,,,,,,,,,,,,,Ok
16130&16476_S.txt,A130,B476,13,10,2,2,4,4,4,1,5,,,
,,,,,,,,,,,, Uh like what? What kind of uh vegetables?,,
,,,,,,,,,,,,B?,,
,,,,,,,,,,,,Level 4A,,
,,,,,,,,,,,,B,,
,,,,,,,,,,,,, No why?,
,,,,,,,,,,,,,, Uh like what? What kind of uh vegetables?
